Bank,review_text,review_score,english,target,review_text_wt
HDBank,good,5.0,0.0,1.0,good
HDBank,dùng khá phức tạp nếu là doanh nghiệp otp chỉ dùng mã trên máy khá bất tiện khi giao dịch giao diện nhìn đẹp màu sắc nhưng hơi nhiều thông tin quá,4.0,0.0,1.0,dùng khá phức_tạp nếu là doanh_nghiệp otp chỉ dùng mã trên máy khá bất_tiện khi giao_dịch giao_diện nhìn đẹp màu_sắc nhưng hơi nhiều thông_tin quá
HDBank,very good,5.0,0.0,1.0,very good
HDBank,ứng dụng tốt nhưng những ngân hàng khác khi chuẩn bị gửi tiết kiệm có mục hiển thị trước số tiền lãi sẽ nhận được sau kỳ rất tiện lợi mong hd cũng sẽ cập nhật,5.0,0.0,1.0,ứng_dụng tốt nhưng những ngân_hàng khác khi chuẩn_bị gửi tiết_kiệm có mục hiển_thị trước số tiền lãi sẽ nhận được sau kỳ rất tiện_lợi mong hd cũng sẽ cập_nhật
HDBank,"mục ""đăng nhập lần cuối"" các bạn đang hiển thị là lần đăng nhập hiện tại thông tin này rất vô nghĩa vì ai cũng biết là chính họ đang đăng nhập ngay lúc này cái user cần là xem đã có ai đăng nhập vào tk của mình từ lần mình đăng nhập cuối cùng không các app khác đều hiển thị lần đăng nhập vừa qua để user có thể kiểm tra được mong các bạn lập trình sửa đổi",4.0,0.0,1.0,"mục "" đăng nhập lần cuối "" các bạn đang hiển_thị là lần đăng nhập hiện_tại thông_tin này rất vô_nghĩa vì ai cũng biết là chính họ đang đăng nhập ngay lúc này cái user cần là xem đã có ai đăng nhập vào tk của mình từ lần mình đăng nhập cuối_cùng không các app khác đều hiển_thị lần đăng nhập vừa_qua để user có_thể kiểm_tra được mong các bạn lập_trình sửa_đổi"
HDBank,mình có sim của nhà mạng nên chọn sim mạng nào làm sim chính,4.0,0.0,1.0,mình có sim của nhà mạng nên chọn sim mạng nào làm sim chính
HDBank,lừa đảo 😠😠😠,1.0,0.0,0.0,lừa_đảo 😠_😠_😠
HDBank,từ sau khi update xong hệ thống luôn bị lỗi mới nhập mã opt xong là bị out lại không_nhận_được tin nhắn trừ tiền hậu quả thanh toán lần,1.0,0.0,0.0,từ sau khi update xong hệ_thống luôn bị lỗi mới nhập mã opt xong là bị out lại không_nhận_được tin nhắn trừ tiền hậu_quả thanh_toán lần
HDBank,r,5.0,0.0,1.0,r
HDBank,cực kỳ chán bấm vào cái gì cũng chưa có tin nhắn báo tk có tiền mở app ra vẫn chẳng có nửa tiếng sau quay lại vẫn vậy muốn chuyển khoản phải scan đủ thể loại cmnd khuôn mặt gửi đi xong cuối cùng cũng chả được,1.0,0.0,0.0,cực_kỳ chán bấm vào cái gì cũng chưa có tin nhắn báo tk có tiền mở app ra vẫn chẳng có nửa tiếng sau quay lại vẫn vậy muốn chuyển_khoản phải scan đủ thể_loại cmnd khuôn_mặt gửi đi xong cuối_cùng cũng chả được
HDBank,lịch sử giao dịch dấu quá kỹ không_tìm_được ra luôn không có chuyển nhanh check thông tin khách hàng tránh chuyển tiền sai tiền nên ấn vào cái show cái đó show cả là không_nên cái gì không xài được thì nên gom lại dấu đi để nhìn cho đẹp chứ không_có tác dụng gì cả cần tối ưu hơn tác vụ còn lòng vòng nên đơn giản mà dễ dùng như bản cũ,4.0,0.0,1.0,lịch_sử giao_dịch dấu quá kỹ không_tìm_được ra luôn không có chuyển nhanh check thông_tin khách_hàng tránh chuyển tiền sai tiền nên ấn vào cái show cái đó show cả là không_nên cái gì không xài được thì nên gom lại dấu đi để nhìn cho đẹp chứ không_có tác_dụng gì cả cần tối_ưu hơn tác vụ còn lòng_vòng nên đơn_giản mà dễ dùng như bản cũ
HDBank,đã update bản cho android dùng tốt,5.0,0.0,1.0,đã update bản cho android dùng tốt
HDBank,app ngày càng đẹp,5.0,0.0,1.0,app ngày_càng đẹp
HDBank,app càng ngày càng tốt cười to,5.0,0.0,1.0,app càng_ngày_càng tốt cười to
Techcombank Mobile,your system sometimes does not log in,3.0,0.0,0.0,your system sometimes does not log in
Techcombank Mobile,can not log in app ngu học,1.0,0.0,0.0,can not log in app ngu học
Techcombank Mobile,looks good doesn't work,2.0,0.0,0.0,looks good doesn't work
Techcombank Mobile,best friendly user designed so far for me,5.0,0.0,1.0,best friendly user designed so far for me
Techcombank Mobile,not good as older version,1.0,0.0,0.0,not good as older version
Techcombank Mobile,vẫn không_thể enable finger print trên samsung galaxy s plus,1.0,0.0,0.0,vẫn không_thể enable finger print trên samsung galaxy s plus
Techcombank Mobile,i like old app don't like new one,1.0,0.0,0.0,i like old app don't like new one
Techcombank Mobile,upgrade nerver notification,1.0,0.0,0.0,upgrade nerver notification
Techcombank Mobile,can not log in,1.0,0.0,0.0,can not log in
Techcombank Business,không root mà vẫn báo là root không_vào_được app,1.0,0.0,0.0,không root mà vẫn báo là root không_vào_được app
Techcombank Business,máy không root jailbreak mà app báo đã root vẫn phải duyệt lệnh đi tiền trên web vì app doanh nghiệp này vô dụng và lại phải kết hợp với cái app otp mới done đây là cải lùi chứ đâu phải cải tiến,1.0,0.0,0.0,máy không root jailbreak mà app báo đã root vẫn phải duyệt lệnh đi tiền trên web vì app doanh_nghiệp này vô_dụng và lại phải kết_hợp với cái app otp mới done đây là cải lùi chứ đâu phải cải_tiến
Techcombank Business,máy không root lại báo không chạy được vì rooted disappointed,1.0,0.0,0.0,máy không root lại báo không chạy được vì rooted disappointed
Techcombank Business,không_gửi otp đổi pass kiểu gì,1.0,0.0,0.0,không_gửi otp đổi pass kiểu gì
Techcombank Business,máy mới mua mà vào không_được,1.0,0.0,0.0,máy mới mua mà vào không_được
Techcombank Business,máy rõ ràng không rooted lại báo rooted,1.0,0.0,0.0,máy rõ_ràng không rooted lại báo rooted
Techcombank Business,nice app,5.0,0.0,1.0,nice app
TPBank Mobile,nice update app can't even start,1.0,0.0,0.0,nice update app can't even start
MB Bank,reliable intuitive app,5.0,0.0,1.0,reliable intuitive app
MB Bank,cannot login app keeps stopping bad bank,1.0,0.0,0.0,cannot login app keeps stopping bad bank
VPBank NEO,smart and convenient app,5.0,0.0,1.0,smart and convenient app
VPBank NEO,terrible app after update,1.0,0.0,0.0,terrible app after update
VPBank NEO,samsung s ultra không screenshot được app lỗi security,1.0,0.0,0.0,samsung s ultra không screenshot được app lỗi security
Sacombank Pay,very good keep it up,5.0,0.0,1.0,very good keep it up
Sacombank Pay,this app sucked impossible to fill mpass even i restarted my samsung s many times or even i uninstalled then reinstalled the app again many times i called the custom center he said that my phone was malfunctioned goddamned it app này quá tệ không cài mpass được dù cho đã khởi động lại máy tháo app cài lại app gọi lên tổng đài sacombank nó bảo là do điện thoại của mình bị lỗi,1.0,0.0,0.0,this app sucked impossible to fill mpass even i restarted my samsung s many times or even i uninstalled then reinstalled the app again many times i called the custom center he said that my phone was malfunctioned goddamned it app này quá tệ không cài mpass được dù cho đã khởi_động lại máy tháo app cài lại app gọi lên tổng_đài sacombank nó bảo là do điện_thoại của mình bị lỗi
Sacombank Pay,sao app update xong văng luôn rồi dev ơi please fix it,1.0,0.0,0.0,sao app update xong văng luôn rồi dev ơi please fix it
Agribank E-Mobile Banking,very bad for foreigners in việt nam,1.0,0.0,0.0,very bad for foreigners in việt nam
Sacombank mBanking,very hard yo use rất khó dùng,1.0,0.0,0.0,very hard yo use rất khó dùng
Sacombank mBanking,cant even login,1.0,0.0,0.0,cant even login
Sacombank mBanking,worse internet bankjng ever,1.0,0.0,0.0,worse internet bankjng ever
OCB OMNI - Digital Bank,very bad for transfersing,1.0,0.0,0.0,very bad for transfersing
OCB OMNI - Digital Bank,good service keep up,5.0,0.0,1.0,good service keep up
OCB OMNI - Digital Bank,safety banking app,5.0,0.0,1.0,safety banking app
OCB OMNI - Digital Bank,best internet banking online app,5.0,0.0,1.0,best internet banking online app
OCB OMNI - Digital Bank,chuyển khoảng rất nhanh và thuận tay one of my favorite,5.0,0.0,1.0,chuyển khoảng rất nhanh và thuận_tay one of my favorite
OCB OMNI - Digital Bank,wow so good,5.0,0.0,1.0,wow so good
OCB OMNI - Digital Bank,dich vu tot cham soc khach hang nhiet tinh chu dao va an can,5.0,0.0,1.0,dich vu tot cham soc khach hang nhiet tinh chu dao va an can
OCB OMNI - Digital Bank,gửi tiền từ bidv qua ngày mới tới nạp tiền điện thoại không_được ngân hàng tệ nhất từng dùng,1.0,0.0,0.0,gửi tiền từ bidv qua_ngày mới tới nạp tiền điện_thoại không_được ngân_hàng tệ nhất từng dùng
OCB OMNI - Digital Bank,app thường bị lỗi gây bất tiện cho người dùng,3.0,0.0,0.0,app thường bị lỗi gây bất_tiện cho người dùng
OCB OMNI - Digital Bank,quá tuyệt chạy mượt,5.0,0.0,1.0,quá tuyệt chạy mượt
OCB OMNI - Digital Bank,app chậm giao diện quá chán và cũ kỹ không_thân_thiện với người dùng,2.0,0.0,0.0,app chậm giao_diện quá chán và cũ_kỹ không_thân_thiện với người dùng
OCB OMNI - Digital Bank,xời tuyệt vời,5.0,0.0,1.0,xời tuyệt_vời
OCB OMNI - Digital Bank,ứng dụng có giao diện đẹp tươi mới chuyển tiền nhanh tôi rất thích lãi suất gửi online trên ứng dụng ocb omni,5.0,0.0,1.0,ứng_dụng có giao_diện đẹp tươi mới chuyển tiền nhanh tôi rất thích lãi_suất gửi online trên ứng_dụng ocb omni
OCB OMNI - Digital Bank,"""thiết bị của bạn không_phù_hợp để mở tài khoản trực tuyến"" là sao tôi mở các thể loại tài khoản ngân hàng chứng khoán không sao đến ngân hàng nhà bạn thì bị kém thật thiết bị tôi dùng là ssn không_hiểu bên bạn yêu cầu giời biển gì",1.0,0.0,0.0,""" thiết_bị của bạn không_phù_hợp để mở tài_khoản trực_tuyến "" là sao tôi mở các thể_loại tài_khoản ngân_hàng chứng_khoán không sao đến ngân_hàng nhà bạn thì bị kém thật thiết_bị tôi dùng là ssn không_hiểu bên bạn yêu_cầu giời biển gì"
OCB OMNI - Digital Bank,mạng full vạch mà đăng nhập báo kiểm tra tín hiệu mạng rồi không_cho đăng nhập vào mở sáng các ngân hàng khác vào cái được liền không biết nói gì luôn app quá tệ hay lỗi nhiều,1.0,0.0,0.0,mạng full vạch mà đăng nhập báo kiểm_tra tín_hiệu mạng rồi không_cho đăng nhập vào mở sáng các ngân_hàng khác vào cái được liền không biết nói gì luôn app quá tệ hay lỗi nhiều
OCB OMNI - Digital Bank,ứng dụng tệ chuyển tiền mà đòi phải có chi nhánh ngân hàng vậy có số tài khoản để làm gì,1.0,0.0,0.0,ứng_dụng tệ chuyển tiền mà đòi phải có chi_nhánh ngân_hàng vậy có số tài_khoản để làm gì
OCB OMNI - Digital Bank,ngân hàng tệ hại không_ra_gì bảo đổi thẻ không phí làm xong lại trừ tài khoản app không chuyển được tiền gọi hỏi tổng đài không bắt máy,1.0,0.0,0.0,ngân_hàng tệ_hại không_ra_gì bảo đổi thẻ không phí làm xong lại trừ tài_khoản app không chuyển được tiền gọi hỏi tổng_đài không bắt máy
OCB OMNI - Digital Bank,ưu điểm chuyển tiền nhanh không_xảy_ra lỗi trong quá trình xử lý giao dịch lịch sử giao dịch gọn gàng dễ quan sát hạn chế ứng dụng tệ nhiều lỗi vặt layout bị phóng to ứng dụng không fit với màn hình tình trạng loading không_được xảy ra thường xuyên đặc biệt là lỗi toàn bộ số dư đều bằng ứng dụng có link khảo sát trải nghiệm cho người dùng tuy nhiên bấm vào thì lỗi không tải được trang,2.0,0.0,0.0,ưu_điểm chuyển tiền nhanh không_xảy_ra lỗi trong quá_trình xử_lý giao_dịch lịch_sử giao_dịch gọn_gàng dễ quan_sát hạn_chế ứng_dụng tệ nhiều lỗi vặt layout bị phóng to ứng_dụng không fit với màn_hình tình_trạng loading không_được xảy ra thường_xuyên đặc_biệt là lỗi toàn_bộ số_dư đều bằng ứng_dụng có link khảo_sát trải_nghiệm cho người dùng tuy_nhiên bấm vào thì lỗi không tải được trang
OCB OMNI - Digital Bank,không gửi tin cho khách khi khoá hạn mức giao dịch của tài khoản vẫn đóng tiền điện nước với tiền điện bình thường tháng vừa rồi tháng này lên nạp tiền điện thoại thì báo hạn mức giao dịch là đ yêu cầu nâng cấp gói vàng và facebook otp tin nhắn quảng cáo thì đầy hộp thư mà việc khoá giao dịch tài khoản của khách thì không thông báo tiếng không có sự tôn trọng với khách hàng,1.0,0.0,0.0,không gửi tin cho khách khi khoá hạn_mức giao_dịch của tài_khoản vẫn đóng tiền điện nước với tiền điện bình_thường tháng vừa_rồi tháng này lên nạp tiền điện_thoại thì báo hạn_mức giao_dịch là đ yêu_cầu nâng_cấp gói vàng và facebook otp tin nhắn quảng_cáo thì đầy hộp_thư mà việc khoá giao_dịch tài_khoản của khách thì không thông_báo tiếng không có sự tôn_trọng với khách_hàng
OCB OMNI - Digital Bank,cập nhật tiền nợ rất chậm thiết kế không_thân_thiện người dùng khó xài so với app banking của ngân hàng khác,3.0,0.0,0.0,cập_nhật tiền nợ rất chậm thiết_kế không_thân_thiện người dùng khó xài so với app banking của ngân_hàng khác
OCB OMNI - Digital Bank,faceotp bị ngu không nhận dạng được,1.0,0.0,0.0,faceotp bị ngu không nhận_dạng được
OCB OMNI - Digital Bank,không hoạt động crash hoài không_mở lên được,1.0,0.0,0.0,không hoạt_động crash hoài không_mở lên được
OCB OMNI - Digital Bank,tải về không_mở được lên,1.0,0.0,0.0,tải về không_mở được lên
OCB OMNI - Digital Bank,too slow,1.0,0.0,0.0,too slow
OCB OMNI - Digital Bank,không nhập được mã giới thiệu,1.0,0.0,0.0,không nhập được mã giới_thiệu
OCB OMNI - Digital Bank,là tiên phong miễn phí chuyển tiền liên ngân hàng ocb omni rất tiện lợi mọi thao tác nhanh chóng ổn định khi sử dụng rất thích,5.0,0.0,1.0,là tiên_phong miễn_phí chuyển tiền liên ngân_hàng ocb omni rất tiện_lợi mọi thao_tác nhanh_chóng ổn_định khi sử_dụng rất thích
OCB OMNI - Digital Bank,ok,5.0,0.0,1.0,ok
OCB OMNI - Digital Bank,app này rất đáng tin cậy,5.0,0.0,1.0,app này rất đáng tin_cậy
OCB OMNI - Digital Bank,app tốt rất đáng để đăng kí giao diện đẹp nhiều ưu đãi cho khách hàng giao dịch nhanh chấm điểm saooooo yêu ️,5.0,0.0,1.0,app tốt rất đáng để đăng_kí giao_diện đẹp nhiều ưu_đãi cho khách_hàng giao_dịch nhanh chấm điểm saooooo yêu ️
OCB OMNI - Digital Bank,sao tôi chuyển từ ngân hàng khác về đây đã báo thành công trừ tiền rồi mà bên ngân hàng này vẫn chưa nhận được tiền vậy,3.0,0.0,0.0,sao tôi chuyển từ ngân_hàng khác về đây đã báo thành_công trừ tiền rồi mà bên ngân_hàng này vẫn chưa nhận được tiền vậy
OCB OMNI - Digital Bank,app tốt,5.0,0.0,1.0,app tốt
OCB OMNI - Digital Bank,nc,5.0,0.0,1.0,nc
OCB OMNI - Digital Bank,gooddd,5.0,0.0,1.0,gooddd
OCB OMNI - Digital Bank,tuyệt,5.0,0.0,1.0,tuyệt
OCB OMNI - Digital Bank,cười cười cười cười cười cười cười cười cười cười cười cười cười cười cười cười cười cười cười cười,5.0,0.0,1.0,cười cười_cười_cười_cười_cười_cười_cười_cười_cười_cười_cười_cười_cười_cười_cười_cười_cười_cười_cười
OCB OMNI - Digital Bank,đăng nhập cứ bị gián đoạn và sự cố mạng mặc dù mạng vẫn không hề có vấn đề gì login processing be disrupted as internet error although the wifi was still normal,1.0,0.0,0.0,đăng nhập cứ bị gián_đoạn và sự_cố mạng mặc_dù mạng vẫn không hề có vấn_đề gì login processing be disrupted as internet error although the wifi was still normal
OCB OMNI - Digital Bank,app tốt và chất lượng,5.0,0.0,1.0,app tốt và chất_lượng
OCB OMNI - Digital Bank,ung dung hay và mươt,5.0,0.0,1.0,ung_dung hay và mươt
OCB OMNI - Digital Bank,good,5.0,0.0,1.0,good
OCB OMNI - Digital Bank,ok,5.0,0.0,1.0,ok
OCB OMNI - Digital Bank,tốt,5.0,0.0,1.0,tốt
OCB OMNI - Digital Bank,ứng dụng dùng rất tốt,5.0,0.0,1.0,ứng_dụng dùng rất tốt
OCB OMNI - Digital Bank,chuyển tiền nhanh gọn đấy nhưng app cứ lỗi hoài là sao muốn giao dịch cũng giao dịch không nổi h sáng,3.0,0.0,0.0,chuyển tiền nhanh gọn đấy nhưng app cứ lỗi hoài là sao muốn giao_dịch cũng giao_dịch không nổi h sáng
OCB OMNI - Digital Bank,rất xịn,5.0,0.0,1.0,rất xịn
OCB OMNI - Digital Bank,app thường bị lỗi không khởi động được hoặc đăng nhập cứ báo sai mật khẩu mặc dù mình quét vân tay khi bị tình trạng như vậy phải đợi vài ngày sau vào mới được trong khi người khác vẫn vào bình thường tưởng app bị hỏng xóa đi cài lại cũng không_vào_được mà còn mất cài đặt vân tay phải đến ngân hàng lấy lại mật khẩu chức năng lấy lại mật khẩu online bắt khai tùm lum đến bước cuối cùng thì đứng im không_gửi mật khẩu,1.0,0.0,0.0,app thường bị lỗi không khởi_động được hoặc đăng nhập cứ báo sai mật_khẩu mặc_dù mình quét vân tay khi bị tình_trạng như_vậy phải đợi vài ngày sau vào mới được trong khi người khác vẫn vào bình_thường tưởng app bị hỏng xóa đi cài lại cũng không_vào_được mà_còn mất cài_đặt vân tay_phải đến ngân_hàng lấy lại mật_khẩu chức_năng lấy lại mật_khẩu online bắt khai tùm_lum đến bước cuối_cùng thì đứng im không_gửi mật_khẩu
OCB OMNI - Digital Bank,app quá chậm,2.0,0.0,0.0,app quá chậm
OCB OMNI - Digital Bank,sau khi cập nhật phiên bản mới mở app là crash,3.0,0.0,0.0,sau khi cập_nhật phiên_bản mới mở app là crash
OCB OMNI - Digital Bank,cập nhật lỗi app android không_vào_được,1.0,0.0,0.0,cập_nhật lỗi app android không_vào_được
OCB OMNI - Digital Bank,app lỗi liên tục androi đăng nhập vào xong app tự thoát ra gọi tổng đài nhận được lời xin lỗi mong thông cảm,1.0,0.0,0.0,app lỗi liên_tục androi đăng nhập vào xong app tự thoát ra gọi tổng_đài nhận được lời xin_lỗi mong thông_cảm
OCB OMNI - Digital Bank,không thể xác thực faceotp và không_thể dùng mã pin để xác thực otp luôn báo lỗi code device changed,1.0,0.0,0.0,không_thể xác_thực faceotp và không_thể dùng mã pin để xác_thực otp luôn báo lỗi code device changed
OCB OMNI - Digital Bank,mình chưa xài app của ngân hàng khác thấy của ocb tiện và khá nhanh,5.0,0.0,1.0,mình chưa xài app của ngân_hàng khác thấy của ocb tiện và khá nhanh
OCB OMNI - Digital Bank,app xài ổn tiện lợi thỉnh thoảng hay bị lỗi không kết nối với server,5.0,0.0,1.0,app xài ổn tiện_lợi thỉnh_thoảng hay bị lỗi không kết_nối với server
OCB OMNI - Digital Bank,otp tuong tac kho su dung,4.0,0.0,1.0,otp tuong tac kho su dung
OCB OMNI - Digital Bank,nói nhập mã giới thiệu nhưng ô nhập mã lại để ẩn không_cho nhập là sao,3.0,0.0,0.0,nói nhập mã giới_thiệu nhưng ô nhập mã lại để ẩn không_cho nhập là sao
OCB OMNI - Digital Bank,app rác,1.0,0.0,0.0,app rác
OCB OMNI - Digital Bank,né ngay ai momo qua coi chừng mình được gth đăng ký app vào tháng thực hiện từ a z bạn gth báo đã nhận được thông tin thế mà sau tháng mình không hề nhận được k tiền thưởng vào tk mình liên hệ ngay với nh để kiểm tra lại quy trình đăng ký đợi qua tuần sau cũng không phản hồi và phải liên lạc lần nữa để hỏi toàn hứa hẹn tận tháng ocb mới gọi lại báo là mình không nhấp vào link hoặc link của người giới thiệu bị lỗi lươn chưa cười mà muốn hủy tk thì đợi năm sau nhé còn hủy liền mất k cười,1.0,0.0,0.0,né ngay ai momo qua coi_chừng mình được gth đăng_ký app vào tháng thực_hiện từ a z bạn gth báo đã nhận được thông_tin thế mà sau tháng mình không hề nhận được k tiền thưởng vào tk mình liên_hệ ngay với nh để kiểm_tra lại quy_trình đăng_ký đợi qua tuần sau cũng không phản_hồi và phải liên_lạc lần nữa để hỏi toàn hứa_hẹn tận tháng ocb mới gọi lại báo là mình không nhấp vào link hoặc link của người giới_thiệu bị lỗi lươn chưa cười mà muốn hủy tk thì đợi năm sau nhé còn hủy liền mất k cười
OCB OMNI - Digital Bank,bản thân app omni có vẻ như mới phát triển nên còn nhiều thiếu sót khi dùng nó còn hơi lag lag ấy chưa được mượt lắm nhất là tính năng quan trọng như chuyển tiền liên ngân hàng thì lại lag tuy nhiên dịch vụ chăm sóc khách hàng rất tốt nhất là chị lê nhật hoàng lan hỗ trợ rất nhiệt tình luôn vì vậy mình cho cho app cho chất lượng dịch vụ khách hàng mong app cải thiện hơn để mình có thể sử dụng nhiều hơn,4.0,0.0,1.0,bản_thân app omni có_vẻ như mới phát_triển nên còn nhiều thiếu_sót khi dùng nó còn hơi lag lag ấy chưa được mượt lắm nhất là tính_năng quan_trọng như chuyển tiền liên ngân_hàng thì lại lag tuy_nhiên dịch_vụ chăm_sóc khách_hàng rất tốt nhất là chị lê nhật hoàng_lan hỗ_trợ rất nhiệt_tình luôn vì_vậy mình cho cho app cho chất_lượng dịch_vụ khách_hàng mong app cải_thiện hơn để mình có_thể sử_dụng nhiều hơn
OCB OMNI - Digital Bank,app tốt tốt hơn nữa nên tích hợp smartotp thẳng vào omni,4.0,0.0,1.0,app tốt tốt hơn nữa nên tích_hợp smartotp thẳng vào omni
OCB OMNI - Digital Bank,đăng ký như giới thiệu mà không_được k,2.0,0.0,0.0,đăng_ký như giới_thiệu mà không_được k
OCB OMNI - Digital Bank,too slow,3.0,0.0,0.0,too slow
OCB OMNI - Digital Bank,very good,5.0,0.0,1.0,very good
OCB OMNI - Digital Bank,ngân hàng có chuyển tiền nhanh miễn phí thấy mất có vài giây là đã xong rồi dịch vụ ổn và có rất nhiều ưu đãi ok app sau nâng cấp cũng khá mượt,5.0,0.0,1.0,ngân_hàng có chuyển tiền nhanh miễn_phí thấy mất có vài giây là đã xong rồi dịch_vụ ổn và có rất nhiều ưu_đãi ok app sau nâng_cấp cũng khá mượt
OCB OMNI - Digital Bank,giao diện xấu app trải nghiệm không_thân_thiện không giải thích ví dụ về định dạng mật khẩu cho người mới tạo tài khoản,1.0,0.0,0.0,giao_diện xấu app trải_nghiệm không_thân_thiện không giải_thích ví_dụ về định_dạng mật_khẩu cho người mới tạo tài_khoản
OCB OMNI - Digital Bank,vui lòng check lại tính năng thanh toán thẻ tín dụng chỉ nhập số tiền thanh toán bằng tay tự ghi mới tiếp tục thanh toán được còn mục phía trên sẽ không thực hiện được ngày tính năng đăng ký trả góp vẫn quay vòng không dùng được,4.0,0.0,1.0,vui_lòng check lại tính_năng thanh_toán thẻ_tín_dụng chỉ nhập số tiền thanh_toán bằng tay tự ghi mới tiếp_tục thanh_toán được còn mục phía trên sẽ không thực_hiện được ngày tính_năng đăng_ký trả_góp vẫn quay_vòng không dùng được
OCB OMNI - Digital Bank,app good chuyển tiền nhanh và linh hoạt thỉnh thoảng lỗi về omni coin nhưng đã được fix nhanh gọn chăm sóc khách hàng rất tốt,5.0,0.0,1.0,app good chuyển tiền nhanh và linh_hoạt thỉnh_thoảng lỗi về omni coin nhưng đã được fix nhanh gọn chăm_sóc khách_hàng rất tốt
OCB OMNI - Digital Bank,app khá nhiều bug,3.0,0.0,0.0,app khá nhiều bug
OCB OMNI - Digital Bank,app như cak,1.0,0.0,0.0,app như cak
OCB OMNI - Digital Bank,thật sự quá thất vọng mở app xong về home không_được quá tệ,1.0,0.0,0.0,thật_sự quá thất_vọng mở app xong về home không_được quá tệ
OCB OMNI - Digital Bank,quá tệ,1.0,0.0,0.0,quá tệ
OCB OMNI - Digital Bank,app bị gì mà dạo gần đây vô app là tự nhiên bị zoom lên như bị dính virus,1.0,0.0,0.0,app bị gì mà dạo gần đây vô app là tự_nhiên bị zoom lên như bị dính virus
OCB OMNI - Digital Bank,sau khi cập nhật tháng app không_vào_được mục quản lý tiết kiệm điện tử đề nghị khắc phục gấp,3.0,0.0,0.0,sau khi cập_nhật tháng app không_vào_được mục quản_lý tiết_kiệm điện_tử đề_nghị khắc_phục gấp
OCB OMNI - Digital Bank,tozaco,1.0,0.0,0.0,tozaco
OCB OMNI - Digital Bank,hơi lag và chậm,4.0,0.0,1.0,hơi lag và chậm
